,participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,correctDiagnosis,perceivedDifficulty,highestSeverity,hasHighSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,competingDifferentials,hasCompetingDifferentials,treatmentPlan,infoSeekingTime,remoteDifferentials,nonRemoteDifferentials,correct,brierConfidence,differentialAccuracy,correctDiagnosisIdx,likelihoodOfCorrectDiagnosis,sevOfCorrectDiagnosis,highestLikelihoodCorrect,highestLikelihoodCorrectValue
69,2btrjl,5,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"FBC, Venous Blood Gas",4,43,FALSE,6,2,FALSE,6,"4, 4, 6, 6","1, 0, 2, 2",2,2,FALSE,"bloods 
ogd/colonscopy",0.2744,0,4,0,0.1849,-0.25,0,0,0,0,0
70,2btrjl,6,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Family History, Social History, Present Illness History, Allergies, Past Medical History, Medication",4,38,FALSE,NA,2,FALSE,6,"5, 6, 4, 5","1, 2, 0, 2",2,3,TRUE,Not Provided,1.195766667,0,4,1,0.3844,0.25,1,5,2,0,0
71,2btrjl,6,2,Physical Exmination,ULCERATIVE COLITIS,2,0,2,0,2,13,0.153846154,"Neurologic Exam Record, Assess Extremities",4,50,FALSE,NA,2,FALSE,6,"5, 6, 4, 5","1, 2, 0, 2",2,3,TRUE,Not Provided,0.540933333,0,4,1,0.25,0.25,1,5,2,0,0
72,2btrjl,6,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"CRP and ESR, FBC, Other Biochemistry Tests",4,50,FALSE,NA,2,FALSE,6,"5, 6, 4, 5","1, 2, 0, 2",2,3,TRUE,Not Provided,0.540933333,0,4,1,0.25,0.25,1,5,2,0,0
73,2h6c7w,1,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Family History, Social History",3,65,FALSE,5,3,TRUE,8,"8, 4, 4","2, 3, 3",2,1,FALSE,Not Provided,1.003983333,0,3,1,0.1225,0.333333333,1,4,4,0,0
74,2h6c7w,1,2,Physical Exmination,AORTIC DISSECTION,0,0,0,0,0,13,0,,3,61,FALSE,5,3,TRUE,8,"8, 4, 4","2, 3, 3",2,1,FALSE,Not Provided,0.110533333,0,3,1,0.1521,0.333333333,1,4,4,0,0
75,2h6c7w,1,3,Testing,AORTIC DISSECTION,5,0,5,3,2,10,0.2,"Measure Blood Pressure, Auscultate Lungs, Auscultate the Heart, Venous Blood Gas, Chest X-Ray",5,78,FALSE,5,3,TRUE,9,"6, 4, 4, 9, 7","2, 3, 3, 3, 2",3,3,TRUE,"a-e approach
iv furosemide 
cariology referal",0.969133333,0,5,1,0.0484,0.2,1,4,4,0,0
76,2h6c7w,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,6,0,6,6,1,"Past Medical History, Present Illness History, Social History, Allergies, Family History, Medication",3,69,FALSE,4,3,TRUE,8,"8, 8, 2","3, 3, 3",3,2,FALSE,Not Provided,0.888283333,0,3,1,0.0961,0.333333333,1,8,4,1,8
77,2h6c7w,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,3,0,3,0,3,13,0.230769231,"Neurologic Exam Record, Assess Eyes, Assess Head",3,66,FALSE,4,3,TRUE,8,"8, 8, 2","3, 3, 3",3,2,FALSE,Not Provided,0.485016667,0,3,1,0.1156,0.333333333,1,8,4,1,8
78,2h6c7w,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,2,0,2,0,2,10,0.2,"FBC, Clotting Test",3,76,FALSE,4,3,TRUE,10,"6, 10, 2","3, 3, 3",3,2,FALSE,Not Provided,0.666633333,0,3,1,0.0576,0.333333333,1,6,4,0,0
79,2h6c7w,3,1,Patient History,ULCERATIVE COLITIS,4,0,4,0,4,6,0.666666667,"Medication, Present Illness History, Past Medical History, Social History",2,59,FALSE,6,2,FALSE,8,"8, 2","1, 2",1,1,FALSE,Not Provided,0.938916667,0,2,1,0.1681,0.5,1,8,2,1,8
80,2h6c7w,3,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Assess Extremities, Measure Temperature, Abdomen Examination, Assess Respiratory Rate, Rectal Examination",2,66,FALSE,6,2,FALSE,8,"8, 2","1, 2",1,1,FALSE,Not Provided,0.656633333,0,2,1,0.1156,0.5,1,8,2,1,8
81,2h6c7w,3,3,Testing,ULCERATIVE COLITIS,5,0,5,0,5,10,0.5,"Clotting Test, Abdominal CT Scan, UREA and Electrolytes, FBC, ECG",2,70,FALSE,6,2,FALSE,9,"9, 2","1, 2",1,1,FALSE,Not Provided,0.740366667,0,2,1,0.09,0.5,1,9,2,1,9
82,2h6c7w,4,1,Patient History,MILIARY TB,5,0,4,0,4,6,0.666666667,"Family History, Social History, Present Illness History, Past Medical History",3,31,FALSE,4,2,FALSE,8,"5, 8, 4","2, 2, 2",2,2,FALSE,Not Provided,1.2533,0,3,1,0.4761,0.333333333,1,5,3,0,0
83,2h6c7w,4,2,Physical Exmination,MILIARY TB,4,0,4,0,4,13,0.307692308,"Auscultate Lungs, Abdomen Examination, Measure Temperature, Assess Respiratory Rate",4,62,FALSE,4,3,TRUE,9,"4, 7, 2, 9","2, 2, 2, 3",3,2,FALSE,Not Provided,0.5996,0,4,1,0.1444,0.25,1,4,3,0,0
84,2h6c7w,4,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"UREA and Electrolytes, Chest X-Ray, FBC, ECG, CRP and ESR",4,71,FALSE,4,3,TRUE,9,"4, 7, 2, 9","2, 2, 2, 3",3,2,FALSE,"a-e assessment 
including sepsis 6
",0.67335,0,4,1,0.0841,0.25,1,4,3,0,0
85,2h6c7w,5,1,Patient History,GUILLAINBARRE SYNDROME,4,0,3,0,3,6,0.5,"Past Medical History, Present Illness History, Medication",3,55,FALSE,7,3,TRUE,8,"4, 8, 2","3, 2, 2",2,1,FALSE,Not Provided,1.275416667,0,3,0,0.3025,-0.333333333,0,0,0,0,0
86,2h6c7w,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,3,0,3,0,3,13,0.230769231,"Assess Eyes, Assess Head, Neurologic Exam Record",5,47,FALSE,7,3,TRUE,8,"4, 8, 2, 4, 2","3, 2, 2, 3, 1",2,1,FALSE,Not Provided,0.775616667,0,5,1,0.2809,0.2,1,2,2,0,0
87,2h6c7w,5,3,Testing,GUILLAINBARRE SYNDROME,3,0,3,0,3,10,0.3,"UREA and Electrolytes, FBC, Other Biochemistry Tests",5,34,FALSE,7,3,TRUE,8,"4, 8, 2, 4, 2","3, 2, 2, 3, 1",2,1,FALSE,Not Provided,0.635916667,0,5,1,0.4356,0.2,1,2,2,0,0
88,2h6c7w,6,1,Patient History,TEMPORAL ARTERITIS,3,0,3,0,3,6,0.5,"Family History, Past Medical History, Present Illness History",4,34,FALSE,7,3,TRUE,7,"4, 3, 7, 5","1, 1, 3, 2",3,2,FALSE,Not Provided,1.411333333,0,4,1,0.4356,0.25,1,3,2,1,7
89,2h6c7w,6,2,Physical Exmination,TEMPORAL ARTERITIS,3,0,3,0,3,13,0.230769231,"Assess Extremities, Assess Eyes, Assess Respiratory Rate",4,46,FALSE,7,3,TRUE,7,"4, 3, 7, 5","1, 1, 3, 2",3,2,FALSE,Not Provided,0.453416667,0,4,1,0.2916,0.25,1,3,2,1,7
90,2h6c7w,6,3,Testing,TEMPORAL ARTERITIS,3,0,3,0,3,10,0.3,"Chest X-Ray, FBC, CRP and ESR",4,42,FALSE,7,3,TRUE,7,"4, 3, 7, 7","1, 1, 3, 2",3,2,FALSE,Not Provided,0.481483333,0,4,1,0.3364,0.25,1,3,2,1,7
91,2jql9d,1,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Past Medical History, Present Illness History, Social History, Family History, Allergies, Medication",7,29,FALSE,3,3,TRUE,8,"5, 6, 7, 5, 3, 6, 8","2, 3, 1, 2, 2, 0, 0",0,6,TRUE,Not Provided,1.762916667,0,7,1,0.5041,0.142857143,1,6,4,0,0
92,2jql9d,1,2,Physical Exmination,AORTIC DISSECTION,15,0,13,0,13,13,1,"Assess Respiratory Rate, Take Pulse, Measure Blood Pressure, Auscultate the Heart, Auscultate Lungs, Abdomen Examination, Assess Extremities, Measure Temperature, Rectal Examination, Assess Eyes, NeckThroat Examination, Neurologic Exam Record, Assess Head",4,37,FALSE,3,3,TRUE,7,"5, 6, 7, 3","2, 3, 1, 2",1,3,TRUE,Not Provided,1.977333333,0,4,1,0.3969,0.25,1,6,4,0,0
93,2jql9d,1,3,Testing,AORTIC DISSECTION,4,0,4,0,4,10,0.4,"FBC, ECG, Chest XRay, Venous Blood Gas",2,49,FALSE,3,2,FALSE,8,"8, 3","2, 2",2,1,FALSE,Not Provided,1.54135,0,2,1,0.2601,0.5,1,3,3,0,0
94,2jql9d,2,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Family History, Past Medical History, Allergies, Medication, Social History",2,46,FALSE,7,3,TRUE,9,"9, 6","2, 3",2,2,FALSE,Not Provided,2.816016667,0,2,1,0.2916,0.5,1,9,3,1,9
95,2jql9d,2,2,Physical Exmination,MILIARY TB,12,0,12,0,12,13,0.923076923,"Measure Temperature, Measure Blood Pressure, Auscultate the Heart, Assess Eyes, NeckThroat Examination, Assess Respiratory Rate, Take Pulse, Neurologic Exam Record, Assess Extremities, Assess Head, Abdomen Examination, Auscultate Lungs",3,70,FALSE,7,3,TRUE,10,"9, 6, 10","2, 3, 3",3,3,TRUE,Start the sepsis 6 bundle. Give IV fluids and antibiotics. Give oxygen. Take blood cultures. Take an ABG for lactate levels. Take a urine culture and Microscopy. ,1.60015,0,3,1,0.09,0.333333333,1,9,3,0,0
96,2jql9d,2,3,Testing,MILIARY TB,9,0,6,0,6,10,0.6,"FBC, Other Biochemistry Tests, Abdominal CT Scan, Clotting Test, Venous Blood Gas, Chest XRay",2,34,FALSE,7,3,TRUE,10,"9, 10","2, 3",3,2,FALSE,Not Provided,2.695866667,0,2,1,0.4356,0.5,1,9,3,0,0
97,2jql9d,3,1,Patient History,ULCERATIVE COLITIS,9,0,6,0,6,6,1,"Present Illness History, Social History, Past Medical History, Allergies, Family History, Medication",5,24,FALSE,7,3,TRUE,9,"7, 5, 9, 3, 3","3, 2, 3, 3, 2",3,3,TRUE,Not Provided,3.348416667,0,5,1,0.5776,0.2,1,3,4,0,0
98,2jql9d,3,2,Physical Exmination,ULCERATIVE COLITIS,11,0,11,0,11,13,0.846153846,"Measure Blood Pressure, Assess Extremities, Auscultate Lungs, Auscultate the Heart, Rectal Examination, Take Pulse, Abdomen Examination, Assess Respiratory Rate, NeckThroat Examination, Measure Temperature, Neurologic Exam Record",5,21,FALSE,7,3,TRUE,9,"7, 5, 9, 3, 3","3, 2, 3, 3, 2",3,3,TRUE,Not Provided,1.411683333,0,5,1,0.6241,0.2,1,3,4,0,0
99,2jql9d,3,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Clotting Test, Abdominal CT Scan",4,36,FALSE,7,3,TRUE,10,"4, 5, 9, 10","3, 2, 3, 3",3,3,TRUE,Not Provided,1.650583333,0,4,1,0.4096,0.25,1,10,4,1,10
100,2jql9d,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,6,0,6,6,1,"Present Illness History, Family History, Allergies, Social History, Medication, Past Medical History",4,37,FALSE,9,3,TRUE,8,"7, 8, 8, 4","3, 2, 2, 1",2,3,TRUE,Not Provided,1.411916667,0,4,0,0.1369,-0.25,0,0,0,0,0
101,2jql9d,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,9,0,9,0,9,13,0.692307692,"Measure Temperature, Auscultate the Heart, Take Pulse, Assess Eyes, Assess Extremities, Assess Respiratory Rate, Abdomen Examination, Neurologic Exam Record, NeckThroat Examination",3,27,FALSE,9,2,FALSE,8,"8, 3, 7","2, 2, 1",2,2,FALSE,Not Provided,1.050216667,0,3,0,0.0729,-0.333333333,0,0,0,0,0
102,2jql9d,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,7,0,7,10,0.7,"Other Biochemistry Tests, UREA and Electrolytes, ECG, Clotting Test, FBC, Chest XRay, Venous Blood Gas",3,10,FALSE,9,2,FALSE,8,"8, 3, 7","2, 2, 1",2,2,FALSE,Not Provided,0.981833333,0,3,0,0.01,-0.333333333,0,0,0,0,0
103,2jql9d,5,1,Patient History,TEMPORAL ARTERITIS,4,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Medication, Social History",3,19,FALSE,6,1,FALSE,7,"2, 7, 4","0, 1, 0",1,1,FALSE,Not Provided,1.704383333,0,3,1,0.6561,0.333333333,1,7,2,1,7
104,2jql9d,5,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,10,0,10,13,0.769230769,"Measure Temperature, Auscultate Lungs, Auscultate the Heart, Abdomen Examination, Assess Extremities, NeckThroat Examination, Assess Head, Assess Eyes, Measure Blood Pressure, Neurologic Exam Record",4,10,FALSE,6,1,FALSE,7,"2, 7, 4, 4","0, 1, 0, 1",1,1,FALSE,Not Provided,1.5955,0,4,1,0.81,0.25,1,7,2,1,7
105,2jql9d,5,3,Testing,TEMPORAL ARTERITIS,3,0,3,0,3,10,0.3,"FBC, UREA and Electrolytes, CRP and ESR",5,50,FALSE,6,3,TRUE,10,"2, 7, 4, 4, 10","0, 1, 0, 1, 3",3,2,FALSE,Start the sepsis 6 bundle. Admit the patient to the hospital. ,0.7616,0,5,1,0.25,0.2,1,7,2,0,0
106,2jql9d,6,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Allergies, Family History",3,40,FALSE,8,3,TRUE,9,"9, 3, 7","2, 0, 3",2,2,FALSE,Not Provided,0.70835,0,3,0,0.16,-0.333333333,0,0,0,0,0
107,2jql9d,6,2,Physical Exmination,GUILLAINBARRE SYNDROME,5,0,5,0,5,13,0.384615385,"Assess Eyes, Abdomen Examination, Neurologic Exam Record, Measure Temperature, Assess Extremities",3,14,FALSE,8,3,TRUE,9,"9, 7, 3","2, 3, 1",2,2,FALSE,Not Provided,1.021916667,0,3,0,0.0196,-0.333333333,0,0,0,0,0
108,2jql9d,6,3,Testing,GUILLAINBARRE SYNDROME,4,0,4,0,4,10,0.4,"FBC, Chest XRay, Abdominal CT Scan, CRP and ESR",3,21,FALSE,8,3,TRUE,9,"9, 7, 3","2, 3, 1",2,2,FALSE,Not Provided,0.87635,0,3,0,0.0441,-0.333333333,0,0,0,0,0
109,2l9drc,1,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Allergies, Family History, Social History, Past Medical History, Present Illness History, Medication",4,30,FALSE,6,3,TRUE,8,"7, 4, 7, 8","3, 0, 1, 3",3,3,TRUE,Not Provided,1.80585,0,4,1,0.49,0.25,1,8,4,1,8
110,2l9drc,1,2,Physical Exmination,AORTIC DISSECTION,6,0,6,0,6,13,0.461538462,"Assess Respiratory Rate, Auscultate Lungs, Measure Temperature, Measure Blood Pressure, Auscultate the Heart, Take Pulse",5,56,FALSE,6,3,TRUE,10,"7, 5, 4, 5, 10","3, 0, 1, 3, 2",2,4,TRUE,Not Provided,0.699966667,0,5,1,0.1936,0.2,1,5,4,0,0
111,2l9drc,1,3,Testing,AORTIC DISSECTION,3,0,3,0,3,10,0.3,"Urine Dipstick, ECG, Chest X-Ray",5,57,FALSE,6,3,TRUE,10,"7, 5, 8, 5, 10","3, 0, 1, 3, 2",2,5,TRUE,"ECHO, FUROSEMIDE INFUSION",0.953583333,0,5,1,0.1849,0.2,1,5,4,0,0
112,2l9drc,2,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Family History, Present Illness History, Medication, Social History, Allergies, Past Medical History",2,31,FALSE,4,3,TRUE,7,"7, 4","1, 3",1,1,FALSE,Not Provided,0.820083333,0,2,0,0.0961,-0.5,0,0,0,0,0
113,2l9drc,2,2,Physical Exmination,TEMPORAL ARTERITIS,4,0,4,0,4,13,0.307692308,"Abdomen Examination, Measure Blood Pressure, Assess Extremities, Assess Respiratory Rate",3,30,FALSE,4,3,TRUE,7,"7, 4, 2","1, 3, 0",1,1,FALSE,Not Provided,0.729133333,0,3,0,0.09,-0.333333333,0,0,0,0,0
114,2l9drc,2,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"Other Biochemistry Tests, CRP and ESR",4,45,FALSE,4,3,TRUE,9,"7, 4, 2, 9","1, 3, 0, 2",2,2,FALSE,STEROIDS,0.566883333,0,4,1,0.3025,0.25,1,9,3,1,9
115,2l9drc,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Social History, Allergies, Past Medical History, Present Illness History, Medication, Family History",2,72,FALSE,7,3,TRUE,9,"9, 9","3, 3",3,2,FALSE,Not Provided,0.7841,0,2,0,0.5184,-0.5,0,0,0,0,0
116,2l9drc,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,2,0,2,0,2,13,0.153846154,"Assess Head, Neurologic Exam Record",3,64,FALSE,7,3,TRUE,9,"9, 9, 8","3, 3, 3",3,3,TRUE,Not Provided,0.385916667,0,3,0,0.4096,-0.333333333,0,0,0,0,0
117,2l9drc,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,2,0,2,0,2,10,0.2,"Other Biochemistry Tests, Venous Blood Gas",3,62,FALSE,7,3,TRUE,9,"9, 9, 8","3, 3, 3",3,3,TRUE,"CT HEAD, TREAT ACCORDINGLY",0.73005,0,3,0,0.3844,-0.333333333,0,0,0,0,0
118,2l9drc,4,1,Patient History,GUILLAINBARRE SYNDROME,4,0,4,0,4,6,0.666666667,"Present Illness History, Social History, Allergies, Past Medical History",3,2,FALSE,8,3,TRUE,8,"4, 8, 3","3, 3, 1",3,1,FALSE,Not Provided,1.050566667,0,3,0,4.00E-04,-0.333333333,0,0,0,0,0
119,2l9drc,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,3,0,3,0,3,13,0.230769231,"Assess Eyes, Neurologic Exam Record, Assess Respiratory Rate",3,73,FALSE,8,3,TRUE,10,"10, 8, 3","3, 3, 1",3,2,FALSE,CT HEAD THEN THROMBOLYSE,0.57095,0,3,0,0.5329,-0.333333333,0,0,0,0,0
120,2l9drc,4,3,Testing,GUILLAINBARRE SYNDROME,2,0,2,0,2,10,0.2,"Venous Blood Gas, Clotting Test",3,67,FALSE,8,3,TRUE,10,"10, 8, 3","3, 3, 1",3,2,FALSE,Not Provided,0.696316667,0,3,0,0.4489,-0.333333333,0,0,0,0,0
121,2l9drc,5,1,Patient History,ULCERATIVE COLITIS,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",3,29,FALSE,3,2,FALSE,10,"10, 6, 4","2, 2, 2",2,2,FALSE,Not Provided,0.402716667,0,3,1,0.5041,0.333333333,1,10,3,1,10
122,2l9drc,5,2,Physical Exmination,ULCERATIVE COLITIS,2,0,2,0,2,13,0.153846154,"Abdomen Examination, Take Pulse",3,65,FALSE,3,2,FALSE,10,"10, 6, 10","2, 2, 2",2,3,TRUE,Not Provided,0.305133333,0,3,1,0.1225,0.333333333,1,10,3,1,10
123,2l9drc,5,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Other Biochemistry Tests, CRP and ESR",3,78,FALSE,3,2,FALSE,10,"6, 6, 10","2, 2, 2",2,3,TRUE,COLONOSCOPY AND TREAT REGARDING IBD DIAGNOSIS,0.29375,0,3,1,0.0484,0.333333333,1,6,3,0,0
124,2l9drc,6,1,Patient History,MILIARY TB,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",2,25,FALSE,9,2,FALSE,10,"8, 10","2, 2",2,2,FALSE,Not Provided,0.312433333,0,2,0,0.0625,-0.5,0,0,0,0,0
125,2l9drc,6,2,Physical Exmination,MILIARY TB,2,0,2,0,2,13,0.153846154,"Measure Blood Pressure, Auscultate Lungs",3,26,FALSE,9,2,FALSE,10,"8, 10, 6","2, 2, 2",2,3,TRUE,Not Provided,0.326066667,0,3,0,0.0676,-0.333333333,0,0,0,0,0
126,2l9drc,6,3,Testing,MILIARY TB,2,0,2,0,2,10,0.2,"FBC, Chest X-Ray",4,11,FALSE,9,2,FALSE,10,"8, 10, 6, 6","2, 2, 2, 2",2,4,TRUE,Not Provided,0.279933333,0,4,0,0.0121,-0.25,0,0,0,0,0
127,2nx9kt,1,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Social History, Family History, Allergies, Past Medical History, Medication",3,17,FALSE,7,3,TRUE,5,"4, 5, 3","3, 2, 2",2,1,FALSE,Not Provided,0.833516667,0,3,1,0.6889,0.333333333,1,4,4,0,0
128,2nx9kt,1,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,13,0,13,0,13,13,1,"Rectal Examination, NeckThroat Examination, Assess Extremities, Measure Temperature, Auscultate Lungs, Assess Head, Assess Respiratory Rate, Auscultate the Heart, Neurologic Exam Record, Assess Eyes, Take Pulse, Measure Blood Pressure, Abdomen Examination",3,42,FALSE,7,3,TRUE,6,"6, 6, 1","3, 2, 2",3,2,FALSE,Not Provided,1.1079,1,2,1,0.3364,0.333333333,1,6,4,1,6
129,2nx9kt,1,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,10,0.6,"FBC, UREA and Electrolytes, Clotting Test, Venous Blood Gas, CRP and ESR, Other Biochemistry Tests",3,59,FALSE,7,3,TRUE,6,"6, 6, 5","3, 2, 3",3,3,TRUE,Not Provided,1.50265,0,3,1,0.1681,0.333333333,1,6,4,1,6
130,2nx9kt,2,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Medication, Social History, Present Illness History, Past Medical History, Family History, Allergies",3,20,FALSE,8,2,FALSE,6,"5, 6, 3","2, 2, 1",2,2,FALSE,Not Provided,0.988983333,0,3,1,0.64,0.333333333,1,6,3,1,6
131,2nx9kt,2,2,Physical Exmination,MILIARY TB,8,0,8,0,8,13,0.615384615,"Neurologic Exam Record, Measure Temperature, NeckThroat Examination, Measure Blood Pressure, Assess Respiratory Rate, Auscultate the Heart, Auscultate Lungs, Abdomen Examination",5,44,FALSE,8,2,FALSE,6,"5, 6, 3, 6, 4","2, 2, 1, 1, 2",2,3,TRUE,Not Provided,1.4913,0,5,1,0.3136,0.2,1,6,3,1,6
132,2nx9kt,2,3,Testing,MILIARY TB,12,0,10,2,8,10,0.8,"Chest XRay, Venous Blood Gas, UREA and Electrolytes, Other Biochemistry Tests, Clotting Test, FBC, Abdominal CT Scan, CRP and ESR, Present Illness History, Past Medical History",6,60,FALSE,8,2,FALSE,8,"5, 6, 3, 6, 4, 8","2, 2, 1, 1, 2, 2",2,4,TRUE,Not Provided,2.34165,0,6,1,0.16,0.166666667,1,6,3,0,0
133,2nx9kt,3,1,Patient History,TEMPORAL ARTERITIS,7,0,6,0,6,6,1,"Allergies, Past Medical History, Family History, Present Illness History, Medication, Social History",3,16,FALSE,9,1,FALSE,4,"4, 4, 4","1, 1, 1",1,0,FALSE,Not Provided,0.8771,0,3,1,0.7056,0.333333333,1,4,2,1,4
134,2nx9kt,3,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,10,0,10,13,0.769230769,"Auscultate the Heart, Auscultate Lungs, Measure Blood Pressure, Take Pulse, Measure Temperature, Abdomen Examination, Neurologic Exam Record, Assess Respiratory Rate, Assess Extremities, NeckThroat Examination",4,19,FALSE,9,1,FALSE,4,"4, 4, 4, 4","1, 1, 1, 1",1,0,FALSE,Not Provided,1.257316667,0,4,1,0.6561,0.25,1,4,2,1,4
135,2nx9kt,3,3,Testing,TEMPORAL ARTERITIS,10,0,10,0,10,10,1,"FBC, Venous Blood Gas, UREA and Electrolytes, Clotting Test, CRP and ESR, Other Biochemistry Tests, ECG, Chest XRay, Urine Dipstick, Abdominal CT Scan",4,30,FALSE,9,1,FALSE,4,"4, 4, 4, 4","1, 1, 1, 1",1,0,FALSE,Not Provided,1.8457,0,4,1,0.49,0.25,1,4,2,1,4
136,2nx9kt,4,1,Patient History,GUILLAINBARRE SYNDROME,7,0,6,0,6,6,1,"Past Medical History, Present Illness History, Allergies, Social History, Family History, Medication",4,14,FALSE,5,3,TRUE,4,"2, 4, 1, 2","2, 3, 2, 1",3,0,FALSE,Not Provided,0.86485,1,3,1,0.7396,0.25,1,1,3,0,0
137,2nx9kt,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,9,0,9,0,9,13,0.692307692,"Assess Respiratory Rate, Auscultate the Heart, Take Pulse, Rectal Examination, Measure Temperature, Neurologic Exam Record, Auscultate Lungs, Measure Blood Pressure, Assess Extremities",4,46,FALSE,5,3,TRUE,7,"2, 7, 1, 6","2, 3, 2, 1",3,2,FALSE,Not Provided,1.02075,1,3,1,0.2916,0.25,1,1,3,0,0
138,2nx9kt,4,3,Testing,GUILLAINBARRE SYNDROME,8,0,8,0,8,10,0.8,"Urine Dipstick, Venous Blood Gas, Clotting Test, CRP and ESR, Other Biochemistry Tests, UREA and Electrolytes, FBC, Chest XRay",4,66,FALSE,5,3,TRUE,7,"2, 7, 1, 6","2, 3, 2, 1",3,2,FALSE,"MRI Spine, Dexamethasone, Potential decompressive surgery, NBMFluidsAnalgesia if required",1.170783333,1,3,1,0.1156,0.25,1,1,3,0,0
139,2nx9kt,5,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Medication, Family History, Past Medical History, Allergies, Social History, Present Illness History",3,45,FALSE,6,2,FALSE,7,"7, 5, 3","2, 2, 2",2,2,FALSE,Not Provided,4.40405,0,3,1,0.3025,0.333333333,1,7,3,1,7
140,2nx9kt,5,2,Physical Exmination,ULCERATIVE COLITIS,9,0,9,0,9,13,0.692307692,"Take Pulse, Assess Respiratory Rate, Measure Temperature, Neurologic Exam Record, Abdomen Examination, Auscultate the Heart, Rectal Examination, Auscultate Lungs, Measure Blood Pressure",5,56,FALSE,6,3,TRUE,7,"7, 5, 3, 5, 2","2, 2, 2, 1, 3",2,3,TRUE,Not Provided,0.906616667,0,5,1,0.1936,0.2,1,7,3,1,7
141,2nx9kt,5,3,Testing,ULCERATIVE COLITIS,8,0,8,0,8,10,0.8,"Venous Blood Gas, UREA and Electrolytes, Clotting Test, Chest XRay, FBC, Abdominal CT Scan, Other Biochemistry Tests, CRP and ESR",6,71,FALSE,6,3,TRUE,7,"7, 5, 3, 5, 2, 7","2, 2, 2, 1, 3, 2",2,4,TRUE,Not Provided,1.443783333,0,6,1,0.0841,0.166666667,1,7,3,1,7
142,2nx9kt,6,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Social History, Past Medical History, Present Illness History, Allergies, Family History, Medication",5,24,FALSE,8,2,FALSE,6,"5, 3, 5, 5, 6","0, 2, 2, 2, 2",2,4,TRUE,Not Provided,1.513716667,0,5,1,0.5776,0.2,1,5,3,0,0
143,2nx9kt,6,2,Physical Exmination,AORTIC DISSECTION,10,0,10,0,10,13,0.769230769,"Measure Temperature, Assess Respiratory Rate, Auscultate the Heart, NeckThroat Examination, Assess Extremities, Auscultate Lungs, Take Pulse, Measure Blood Pressure, Abdomen Examination, Assess Eyes",7,41,TRUE,8,2,FALSE,6,"5, 3, 5, 5, 6, 4, 4","0, 2, 2, 2, 2, 2, 2",2,4,TRUE,Not Provided,1.207033333,0,7,1,0.3481,0.142857143,1,5,3,0,0
